,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
-155%,1,Office Supplies,Dallas,United States,Linda Southworth,80%,1,7/5/2018,CA-2018-100223,75220,Cardinal,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",-18,-1.636363636,9,Central,11,Corporate,7/10/2018,Standard Class,Texas,Binders
-170%,1,Office Supplies,Fort Worth,United States,Dorothy Badders,80%,1,5/6/2018,US-2018-133200,76106,Avery,Avery Durable Poly Binders,-19,-1.727272727,10,Central,11,Corporate,5/11/2018,Standard Class,Texas,Binders
28%,1,Office Supplies,Vineland,United States,Brenda Bowman,0%,1,12/26/2017,CA-2017-155166,8360,Fellowes,Fellowes Advanced Computer Series Surge Protectors,7,0.2692307692,1,East,26,Corporate,1/2/2018,Standard Class,New Jersey,Appliances
29%,1,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2018,CA-2018-157987,10009,Fellowes,Fellowes Basic Home/Office Series Surge Protectors,4,0.3076923077,1,East,13,Corporate,9/6/2018,Standard Class,New York,Appliances
25%,1,Office Supplies,New York City,United States,Brendan Sweed,0%,1,9/6/2016,US-2016-109015,10011,Other,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,2,0.25,1,East,8,Corporate,9/12/2016,Standard Class,New York,Appliances
48%,1,Office Supplies,Bristol,United States,Christine Abelman,0%,1,7/19/2015,US-2015-150434,6010,Acco,Acco Hanging Data Binders,2,0.5,1,East,4,Corporate,7/24/2015,Standard Class,Connecticut,Binders
47%,1,Office Supplies,Lawrence,United States,Jennifer Braxton,0%,1,8/19/2018,CA-2018-132339,1841,Fellowes,Fellowes PB300 Plastic Comb Binding Machine,182,0.4690721649,1,East,388,Corporate,8/23/2018,Standard Class,Massachusetts,Binders
48%,1,Office Supplies,Baltimore,United States,Muhammed Yedwab,0%,1,4/28/2015,CA-2015-118976,21215,Avery,Avery 488,2,0.6666666667,1,East,3,Corporate,5/3/2015,Standard Class,Maryland,Labels
48%,1,Office Supplies,Lawrence,United States,Jane Waco,0%,1,4/30/2016,US-2016-115238,1841,Other,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),3,0.5,1,East,6,Corporate,5/4/2016,Standard Class,Massachusetts,Paper
48%,1,Office Supplies,Perth Amboy,United States,Matt Collister,0%,1,7/17/2017,CA-2017-131835,8861,Other,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",27,0.4909090909,1,East,55,Corporate,7/21/2017,Standard Class,New Jersey,Paper
49%,1,Office Supplies,New York City,United States,Muhammed MacIntyre,0%,1,10/6/2018,CA-2018-109099,10009,Xerox,Xerox 1893,20,0.487804878,1,East,41,Corporate,10/11/2018,Standard Class,New York,Paper
49%,1,Office Supplies,New York City,United States,Todd Sumrall,0%,1,11/24/2018,CA-2018-166436,10035,Adams,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",3,0.5,1,East,6,Corporate,11/28/2018,Standard Class,New York,Paper
48%,1,Office Supplies,Rochester,United States,Dean Katz,0%,1,12/20/2018,CA-2018-105480,14609,Xerox,Xerox 227,3,0.5,1,East,6,Corporate,12/26/2018,Standard Class,New York,Paper
27%,1,Office Supplies,New York City,United States,Cindy Schnelling,0%,1,4/18/2017,CA-2017-144785,10009,Acme,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",2,0.2857142857,1,East,7,Corporate,4/23/2017,Standard Class,New York,Supplies
27%,1,Office Supplies,Bangor,United States,Marina Lichtenstein,0%,1,8/4/2015,CA-2015-134215,4401,Eureka,Eureka The Boss Cordless Rechargeable Stick Vac,28,0.2745098039,2,East,102,Corporate,8/8/2015,Standard Class,Maine,Appliances
28%,1,Office Supplies,Columbia,United States,Maureen Fritzler,0%,1,7/22/2017,CA-2017-114307,21044,Belkin,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,11,0.2894736842,2,East,38,Corporate,7/26/2017,Standard Class,Maryland,Appliances
26%,1,Office Supplies,Revere,United States,Edward Hooks,0%,1,9/10/2016,US-2016-147242,2151,Euro Pro,Euro-Pro Shark Turbo Vacuum,16,0.2580645161,2,East,62,Corporate,9/14/2016,Standard Class,Massachusetts,Appliances
29%,1,Office Supplies,Orange,United States,Deirdre Greer,0%,1,11/1/2015,CA-2015-139423,7050,Fellowes,Fellowes Superior 10 Outlet Split Surge Protector,22,0.2894736842,2,East,76,Corporate,11/5/2015,Standard Class,New Jersey,Appliances
28%,1,Office Supplies,Perth Amboy,United States,Matt Collister,0%,1,7/17/2017,CA-2017-131835,8861,Kensington,Kensington 4 Outlet MasterPiece Compact Power Control Center,46,0.282208589,2,East,163,Corporate,7/21/2017,Standard Class,New Jersey,Appliances
25%,1,Office Supplies,Long Beach,United States,Stefania Perrino,0%,1,9/8/2015,CA-2015-123127,11561,Other,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,4,0.2352941176,2,East,17,Corporate,9/12/2015,Standard Class,New York,Appliances
28%,1,Office Supplies,Baltimore,United States,Muhammed Yedwab,0%,1,4/28/2015,CA-2015-118976,21215,Other,Blackstonian Pencils,1,0.2,2,East,5,Corporate,5/3/2015,Standard Class,Maryland,Art
30%,1,Office Supplies,Lawrence,United States,Scott Cohen,0%,1,1/17/2016,CA-2016-152681,1841,Avery,Avery Fluorescent Highlighter Four-Color Set,2,0.2857142857,2,East,7,Corporate,1/22/2016,Standard Class,Massachusetts,Art
28%,1,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2018,CA-2018-157987,10009,Newell,Newell 324,6,0.2608695652,2,East,23,Corporate,9/6/2018,Standard Class,New York,Art
46%,1,Office Supplies,Bristol,United States,Christine Abelman,0%,1,7/19/2015,US-2015-150434,6010,Avery,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10,0.4761904762,2,East,21,Corporate,7/24/2015,Standard Class,Connecticut,Binders
47%,1,Office Supplies,Waterbury,United States,Christine Phan,0%,1,6/17/2017,CA-2017-133613,6708,Ibico,Ibico Presentation Index for Binding Systems,4,0.5,2,East,8,Corporate,6/22/2017,Standard Class,Connecticut,Binders
45%,1,Office Supplies,Baltimore,United States,Muhammed Yedwab,0%,1,4/28/2015,CA-2015-118976,21215,Acco,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",9,0.4285714286,2,East,21,Corporate,5/3/2015,Standard Class,Maryland,Binders
49%,1,Office Supplies,Revere,United States,Katharine Harms,0%,1,4/1/2015,CA-2015-138359,2151,Other,Zipper Ring Binder Pockets,3,0.5,2,East,6,Corporate,4/6/2015,Standard Class,Massachusetts,Binders
47%,1,Office Supplies,Morristown,United States,Grace Kelly,0%,1,12/18/2017,CA-2017-101546,7960,GBC,GBC DocuBind TL300 Electric Binding System,843,0.4698996656,2,East,"1,794",Corporate,12/24/2017,Standard Class,New Jersey,Binders
47%,1,Office Supplies,New York City,United States,Brooke Gillingham,0%,1,1/5/2016,CA-2016-108588,10009,Other,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8,0.4705882353,2,East,17,Corporate,1/10/2016,Standard Class,New York,Envelopes
45%,1,Office Supplies,New York City,United States,Deirdre Greer,0%,1,11/28/2018,CA-2018-123372,10035,Other,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",36,0.45,2,East,80,Corporate,12/2/2018,Standard Class,New York,Envelopes
46%,1,Office Supplies,Wilmington,United States,Georgia Rosenberg,0%,1,11/19/2015,US-2015-123183,19805,Avery,Avery 499,5,0.5,2,East,10,Corporate,11/25/2015,Standard Class,Delaware,Labels
48%,1,Office Supplies,New York City,United States,Don Jones,0%,1,2/11/2018,US-2018-118535,10024,Avery,Avery 473,10,0.4761904762,2,East,21,Corporate,2/15/2018,Standard Class,New York,Labels
48%,1,Office Supplies,New York City,United States,Thomas Boland,0%,1,4/1/2017,CA-2017-161473,10035,Avery,Avery 473,10,0.4761904762,2,East,21,Corporate,4/5/2017,Standard Class,New York,Labels
46%,1,Office Supplies,Franklin,United States,Claudia Bergmann,0%,1,7/9/2016,CA-2016-111094,2038,TOPS,Tops Wirebound Message Log Books,3,0.4285714286,2,East,7,Corporate,7/13/2016,Standard Class,Massachusetts,Paper
48%,1,Office Supplies,New York City,United States,Anthony Rawles,0%,1,7/20/2018,US-2018-108343,10009,Xerox,Xerox 1977,6,0.4615384615,2,East,13,Corporate,7/25/2018,Standard Class,New York,Paper
46%,1,Office Supplies,New York City,United States,Edward Hooks,0%,1,5/2/2017,CA-2017-158155,10009,Southworth,Southworth Parchment Paper & Envelopes,6,0.4615384615,2,East,13,Corporate,5/6/2017,Standard Class,New York,Paper
49%,1,Office Supplies,New York City,United States,Pauline Webber,0%,1,10/14/2017,CA-2017-113607,10009,Xerox,Xerox 1908,55,0.4910714286,2,East,112,Corporate,10/18/2017,Standard Class,New York,Paper
48%,1,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2017,CA-2017-101161,10024,Other,Computer Printout Paper with Letter-Trim Perforations,18,0.4736842105,2,East,38,Corporate,10/20/2017,Standard Class,New York,Paper
49%,1,Office Supplies,Rochester,United States,Julie Creighton,0%,1,10/23/2018,CA-2018-139913,14609,Xerox,Xerox 1969,6,0.5,2,East,12,Corporate,10/29/2018,Standard Class,New York,Paper
48%,1,Office Supplies,Providence,United States,Thea Hudgings,0%,1,7/8/2017,CA-2017-152520,2908,Xerox,Xerox 213,6,0.4615384615,2,East,13,Corporate,7/12/2017,Standard Class,Rhode Island,Paper
19%,1,Office Supplies,Clinton,United States,Ken Heidel,0%,1,9/18/2016,CA-2016-109575,20735,Acco,Acco Perma 3000 Stacking Storage Drawers,8,0.1904761905,2,East,42,Corporate,9/23/2016,Standard Class,Maryland,Storage
0%,1,Office Supplies,Lakewood,United States,Theresa Coyne,0%,1,9/15/2018,CA-2018-124205,8701,Other,"Contico 72""H Heavy-Duty Storage System",0,0,2,East,82,Corporate,9/19/2018,Standard Class,New Jersey,Storage
28%,1,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2017,CA-2017-101336,10011,Eldon,Eldon Simplefile Box Office,7,0.28,2,East,25,Corporate,11/18/2017,Standard Class,New York,Storage
5%,1,Office Supplies,New York City,United States,Jim Sink,0%,1,6/19/2018,CA-2018-169999,10035,Space Solutions,Space Solutions Commercial Steel Shelving,6,0.04651162791,2,East,129,Corporate,6/26/2018,Standard Class,New York,Storage
26%,1,Office Supplies,Long Beach,United States,Grant Thornton,0%,1,6/6/2015,CA-2015-159520,11561,Acme,Acme Office Executive Series Stainless Steel Trimmers,4,0.2352941176,2,East,17,Corporate,6/11/2015,Standard Class,New York,Supplies
29%,1,Office Supplies,Laurel,United States,Michael Dominguez,0%,1,5/28/2018,CA-2018-100055,20707,Fellowes,Fellowes 8 Outlet Superior Workstation Surge Protector,36,0.288,3,East,125,Corporate,6/1/2018,Standard Class,Maryland,Appliances
26%,1,Office Supplies,Bridgeton,United States,Jim Mitchum,0%,1,10/29/2017,CA-2017-112389,8302,Other,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3,0.25,3,East,12,Corporate,11/2/2017,Standard Class,New Jersey,Appliances
28%,1,Office Supplies,New York City,United States,Tiffany House,0%,1,12/23/2015,CA-2015-114517,10024,Belkin,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,16,0.2807017544,3,East,57,Corporate,12/27/2015,Standard Class,New York,Appliances
27%,1,Office Supplies,New York City,United States,Tim Taslimi,0%,1,10/2/2017,CA-2017-134376,10024,Kensington,Kensington 6 Outlet Guardian Standard Surge Protector,17,0.2786885246,3,East,61,Corporate,10/6/2017,Standard Class,New York,Appliances
27%,1,Office Supplies,Watertown,United States,Brooke Gillingham,0%,1,5/11/2015,CA-2015-127523,13601,Staple holder,Staple holder,10,0.2777777778,3,East,36,Corporate,5/18/2015,Standard Class,New York,Appliances
29%,1,Office Supplies,Waterbury,United States,Christine Phan,0%,1,6/17/2017,CA-2017-133613,6708,Newell,Newell 35,3,0.3,3,East,10,Corporate,6/22/2017,Standard Class,Connecticut,Art
26%,1,Office Supplies,Newark,United States,Dorothy Badders,0%,1,3/2/2018,CA-2018-104885,19711,Newell,Newell 34,15,0.25,3,East,60,Corporate,3/8/2018,Standard Class,Delaware,Art
45%,1,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2018,CA-2018-157987,10009,BIC,BIC Brite Liner Grip Highlighters,2,0.4,3,East,5,Corporate,9/6/2018,Standard Class,New York,Art
26%,1,Office Supplies,New York City,United States,Brooke Gillingham,0%,1,1/5/2016,CA-2016-108588,10009,Newell,Newell 34,15,0.25,3,East,60,Corporate,1/10/2016,Standard Class,New York,Art
29%,1,Office Supplies,New York City,United States,Cindy Schnelling,0%,1,4/18/2017,CA-2017-144785,10009,Other,American Pencil,2,0.2857142857,3,East,7,Corporate,4/23/2017,Standard Class,New York,Art
36%,1,Office Supplies,New York City,United States,Todd Boyes,0%,1,11/22/2017,CA-2017-154711,10009,BIC,BIC Liqua Brite Liner,7,0.3333333333,3,East,21,Corporate,11/26/2017,Standard Class,New York,Art
27%,1,Office Supplies,New York City,United States,Edward Becker,0%,1,11/11/2017,CA-2017-145548,10011,Boston,"Boston School Pro Electric Pencil Sharpener, 1670",25,0.2688172043,3,East,93,Corporate,11/16/2017,Standard Class,New York,Art
48%,1,Office Supplies,Columbia,United States,Maureen Fritzler,0%,1,7/22/2017,CA-2017-114307,21044,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,3,0.6,3,East,5,Corporate,7/26/2017,Standard Class,Maryland,Binders
48%,1,Office Supplies,Franklin,United States,Claudia Bergmann,0%,1,7/9/2016,CA-2016-111094,2038,Wilson Jones,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",59,0.4796747967,3,East,123,Corporate,7/13/2016,Standard Class,Massachusetts,Binders
47%,1,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2016,CA-2016-117961,1453,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",7,0.4666666667,3,East,15,Corporate,11/30/2016,Standard Class,Massachusetts,Binders
50%,1,Office Supplies,New York City,United States,Justin Deggeller,0%,1,11/19/2018,CA-2018-168858,10011,Staple envelope,Staple envelope,8,0.4705882353,3,East,17,Corporate,11/23/2018,Standard Class,New York,Envelopes
50%,1,Office Supplies,New York City,United States,Katharine Harms,0%,1,11/20/2015,CA-2015-140396,10024,Peel & Seel,"Peel & Seel Recycled Catalog Envelopes, Brown",17,0.4857142857,3,East,35,Corporate,11/25/2015,Standard Class,New York,Envelopes
50%,1,Office Supplies,Clinton,United States,Odella Nelson,0%,1,12/2/2015,CA-2015-154095,20735,Xerox,Xerox 1942,73,0.4965986395,3,East,147,Corporate,12/7/2015,Standard Class,Maryland,Paper
47%,1,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2016,CA-2016-117961,1453,Other,Loose Memo Sheets,5,0.4545454545,3,East,11,Corporate,11/30/2016,Standard Class,Massachusetts,Paper
48%,1,Office Supplies,New Bedford,United States,Nick Crebassa,0%,1,12/24/2018,CA-2018-148355,2740,Xerox,Xerox 214,9,0.4736842105,3,East,19,Corporate,12/28/2018,Standard Class,Massachusetts,Paper
48%,1,Office Supplies,Long Beach,United States,Anthony Rawles,0%,1,3/8/2016,CA-2016-160213,11561,Xerox,Xerox 1997,9,0.4736842105,3,East,19,Corporate,3/13/2016,Standard Class,New York,Paper
49%,1,Office Supplies,New York City,United States,David Kendrick,0%,1,12/20/2018,CA-2018-102197,10009,Xerox,Xerox 188,17,0.5,3,East,34,Corporate,12/26/2018,Standard Class,New York,Paper
49%,1,Office Supplies,New York City,United States,Jennifer Patt,0%,1,2/13/2018,CA-2018-104906,10009,Xerox,Xerox 1903,9,0.5,3,East,18,Corporate,2/17/2018,Standard Class,New York,Paper
46%,1,Office Supplies,New York City,United States,Scott Cohen,0%,1,6/26/2018,CA-2018-107132,10009,Xerox,Xerox 1991,32,0.4637681159,3,East,69,Corporate,6/30/2018,Standard Class,New York,Paper
48%,1,Office Supplies,New York City,United States,Monica Federle,0%,1,8/9/2016,CA-2016-128013,10035,Xerox,Xerox 1885,69,0.4791666667,3,East,144,Corporate,8/16/2016,Standard Class,New York,Paper
48%,1,Office Supplies,New York City,United States,Muhammed MacIntyre,0%,1,9/18/2018,CA-2018-148068,10035,Xerox,Xerox 203,9,0.4736842105,3,East,19,Corporate,9/25/2018,Standard Class,New York,Paper
14%,1,Office Supplies,Fairfield,United States,Nat Gilpin,0%,1,2/16/2018,CA-2018-120019,6824,Fellowes,Fellowes Staxonsteel Drawer Files,81,0.1396551724,3,East,580,Corporate,2/21/2018,Standard Class,Connecticut,Storage
26%,1,Office Supplies,Newark,United States,Yana Sorensen,0%,1,1/12/2016,CA-2016-156755,19711,Other,"Dual Level, Single-Width Filing Carts",121,0.2602150538,3,East,465,Corporate,1/18/2016,Standard Class,Delaware,Storage
27%,1,Office Supplies,Lawrence,United States,George Zrebassa,0%,1,9/28/2015,CA-2015-107153,1841,Decoflex,"Decoflex Hanging Personal Folder File, Blue",12,0.2608695652,3,East,46,Corporate,10/3/2015,Standard Class,Massachusetts,Storage
1%,1,Office Supplies,Bridgeton,United States,Jim Mitchum,0%,1,10/29/2017,CA-2017-112389,8302,Rogers,"Rogers Jumbo File, Granite",0,0,3,East,41,Corporate,11/2/2017,Standard Class,New Jersey,Storage
27%,1,Office Supplies,New York City,United States,Andy Gerbode,0%,1,9/7/2016,CA-2016-164084,10011,Other,Mobile Personal File Cube,19,0.2714285714,3,East,70,Corporate,9/12/2016,Standard Class,New York,Storage
27%,1,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2017,CA-2017-101336,10011,Other,Portable Personal File Box,10,0.2702702703,3,East,37,Corporate,11/18/2017,Standard Class,New York,Storage
28%,1,Office Supplies,New York City,United States,Edward Becker,0%,1,11/11/2017,CA-2017-145548,10011,Staple magnet,Staple magnet,8,0.2857142857,3,East,28,Corporate,11/16/2017,Standard Class,New York,Storage
24%,1,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2017,CA-2017-101161,10024,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,24,0.24,3,East,100,Corporate,10/20/2017,Standard Class,New York,Storage
27%,1,Office Supplies,Oceanside,United States,Benjamin Venier,0%,1,2/21/2017,US-2017-168410,11572,Other,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",80,0.2702702703,3,East,296,Corporate,2/26/2017,Standard Class,New York,Storage
27%,1,Office Supplies,Woonsocket,United States,Kristen Hastings,0%,1,5/23/2016,CA-2016-119102,2895,Advantus,Advantus Rolling Storage Box,14,0.2745098039,3,East,51,Corporate,5/27/2016,Standard Class,Rhode Island,Storage
30%,1,Office Supplies,New York City,United States,Thomas Boland,0%,1,4/1/2017,CA-2017-161473,10035,Acme,Acme Value Line Scissors,3,0.2727272727,3,East,11,Corporate,4/5/2017,Standard Class,New York,Supplies
26%,1,Office Supplies,Vineland,United States,Barbara Fisher,0%,1,7/6/2016,CA-2016-116260,8360,Newell,Newell 333,3,0.2727272727,4,East,11,Corporate,7/12/2016,Standard Class,New Jersey,Art
45%,1,Office Supplies,Newark,United States,Muhammed Yedwab,0%,1,10/21/2017,CA-2017-151169,19711,Avery,Avery Reinforcements for Hole-Punch Pages,4,0.5,4,East,8,Corporate,10/26/2017,Standard Class,Delaware,Binders
49%,1,Office Supplies,Newark,United States,Thea Hudgings,0%,1,9/23/2015,CA-2015-148369,19711,Wilson Jones,Wilson Jones Suede Grain Vinyl Binders,5,0.4545454545,4,East,11,Corporate,9/27/2015,Standard Class,Delaware,Binders
49%,1,Office Supplies,Clinton,United States,Ken Heidel,0%,1,9/18/2016,CA-2016-109575,20735,Acco,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32,0.4923076923,4,East,65,Corporate,9/23/2016,Standard Class,Maryland,Binders
50%,1,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2016,CA-2016-117961,1453,Other,Aluminum Screw Posts,31,0.5081967213,4,East,61,Corporate,11/30/2016,Standard Class,Massachusetts,Binders
45%,1,Office Supplies,Lakewood,United States,Jennifer Patt,0%,1,10/2/2016,US-2016-137008,8701,Global,Globe Weis Peel & Seel First Class Envelopes,23,0.4509803922,4,East,51,Corporate,10/8/2016,Standard Class,New Jersey,Envelopes
33%,1,Office Supplies,New York City,United States,Andy Gerbode,0%,1,9/7/2016,CA-2016-164084,10011,Other,Assorted Color Push Pins,2,0.2857142857,4,East,7,Corporate,9/12/2016,Standard Class,New York,Fasteners
48%,1,Office Supplies,Long Beach,United States,Lisa Ryan,0%,1,7/23/2018,CA-2018-103506,11561,Avery,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20,0.487804878,4,East,41,Corporate,7/27/2018,Standard Class,New York,Labels
47%,1,Office Supplies,Beverly,United States,Anthony Jacobs,0%,1,12/28/2015,CA-2015-141313,1915,Xerox,Xerox 1906,67,0.4718309859,4,East,142,Corporate,1/1/2016,Standard Class,Massachusetts,Paper
45%,1,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2018,CA-2018-157987,10009,Xerox,Xerox 1962,8,0.4705882353,4,East,17,Corporate,9/6/2018,Standard Class,New York,Paper
49%,1,Office Supplies,New York City,United States,Katherine Nockton,0%,1,6/3/2018,CA-2018-113908,10011,Xerox,Xerox 188,22,0.4888888889,4,East,45,Corporate,6/9/2018,Standard Class,New York,Paper
49%,1,Office Supplies,New York City,United States,Christine Phan,0%,1,3/17/2015,US-2015-148838,10024,Xerox,Xerox 1918,76,0.4903225806,4,East,155,Corporate,3/21/2015,Standard Class,New York,Paper
48%,1,Office Supplies,New York City,United States,Katharine Harms,0%,1,11/20/2015,CA-2015-140396,10024,Xerox,Xerox 2000,12,0.4615384615,4,East,26,Corporate,11/25/2015,Standard Class,New York,Paper
4%,1,Office Supplies,Revere,United States,Katharine Harms,0%,1,4/1/2015,CA-2015-138359,2151,Rogers,Rogers Profile Extra Capacity Storage Tub,3,0.0447761194,4,East,67,Corporate,4/6/2015,Standard Class,Massachusetts,Storage
12%,1,Office Supplies,Plainfield,United States,Barry Pond,0%,1,11/25/2017,CA-2017-160535,7060,Fellowes,"Fellowes Strictly Business Drawer File, Letter/Legal Size",68,0.1207815275,4,East,563,Corporate,11/30/2017,Standard Class,New Jersey,Storage
30%,1,Office Supplies,New York City,United States,Scott Cohen,0%,1,6/26/2018,CA-2018-107132,10009,Other,"Hot File 7-Pocket, Floor Stand",214,0.299719888,4,East,714,Corporate,6/30/2018,Standard Class,New York,Storage
28%,1,Office Supplies,New York City,United States,Noel Staavos,0%,1,12/12/2017,CA-2017-169824,10009,Fiskars,Fiskars Home & Office Scissors,10,0.2777777778,4,East,36,Corporate,12/17/2017,Standard Class,New York,Supplies
27%,1,Office Supplies,New York City,United States,Suzanne McNair,0%,1,12/5/2018,CA-2018-105235,10011,Eureka,Eureka The Boss Cordless Rechargeable Stick Vac,69,0.2705882353,5,East,255,Corporate,12/11/2018,Standard Class,New York,Appliances
27%,1,Office Supplies,New York City,United States,Jennifer Patt,0%,1,8/23/2017,CA-2017-158001,10035,Other,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",281,0.269932757,5,East,"1,041",Corporate,8/27/2017,Standard Class,New York,Appliances
26%,1,Office Supplies,Newark,United States,Harold Engle,0%,1,7/8/2018,CA-2018-140480,19711,Hunt,Hunt Boston Vacuum Mount KS Pencil Sharpener,45,0.2571428571,5,East,175,Corporate,7/12/2018,Standard Class,Delaware,Art
46%,1,Office Supplies,Newark,United States,Yoseph Carroll,0%,1,11/17/2015,CA-2015-119375,19711,Other,Deluxe Chalkboard Eraser Cleaner,27,0.4655172414,5,East,58,Corporate,11/22/2015,Standard Class,Delaware,Art
28%,1,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2017,CA-2017-101336,10011,Boston,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",39,0.2765957447,5,East,141,Corporate,11/18/2017,Standard Class,New York,Art
28%,1,Office Supplies,New York City,United States,Edward Hooks,0%,1,10/30/2017,CA-2017-153836,10011,Boston,Boston KS Multi-Size Manual Pencil Sharpener,32,0.2782608696,5,East,115,Corporate,11/3/2017,Standard Class,New York,Art
50%,1,Office Supplies,New York City,United States,Linda Cazamias,0%,1,6/10/2018,CA-2018-167080,10011,Prang,Prang Dustless Chalk Sticks,4,0.5,5,East,8,Corporate,6/14/2018,Standard Class,New York,Art
36%,1,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2017,CA-2017-101161,10024,BIC,BIC Liqua Brite Liner,12,0.3428571429,5,East,35,Corporate,10/20/2017,Standard Class,New York,Art
41%,1,Office Supplies,New York City,United States,Jennifer Patt,0%,1,8/23/2017,CA-2017-158001,10035,Dixon,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",9,0.4285714286,5,East,21,Corporate,8/27/2017,Standard Class,New York,Art
49%,1,Office Supplies,Middletown,United States,Michael Paige,0%,1,10/2/2016,US-2016-145121,6457,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",13,0.4814814815,5,East,27,Corporate,10/6/2016,Standard Class,Connecticut,Binders
50%,1,Office Supplies,New Bedford,United States,Nick Crebassa,0%,1,12/24/2018,CA-2018-148355,2740,Avery,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6,0.5,5,East,12,Corporate,12/28/2018,Standard Class,Massachusetts,Binders
47%,1,Office Supplies,Lakewood,United States,Bill Shonely,0%,1,4/16/2017,US-2017-107440,8701,Wilson Jones,Wilson Jones Standard D-Ring Binders,12,0.48,5,East,25,Corporate,4/20/2017,Standard Class,New Jersey,Binders
49%,1,Office Supplies,Hackensack,United States,Laura Armstrong,0%,1,7/11/2015,CA-2015-163552,7601,Avery,Avery 514,7,0.5,5,East,14,Corporate,7/15/2015,Standard Class,New Jersey,Labels
46%,1,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2017,CA-2017-101161,10024,Avery,Avery White Multi-Purpose Labels,11,0.44,5,East,25,Corporate,10/20/2017,Standard Class,New York,Labels
48%,1,Office Supplies,Baltimore,United States,Kalyca Meade,0%,1,12/10/2016,US-2016-138093,21215,Other,Astroparche Fine Business Paper,13,0.5,5,East,26,Corporate,12/16/2016,Standard Class,Maryland,Paper
46%,1,Office Supplies,Baltimore,United States,Kalyca Meade,0%,1,12/10/2016,US-2016-138093,21215,Other,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",21,0.4666666667,5,East,45,Corporate,12/16/2016,Standard Class,Maryland,Paper
47%,1,Office Supplies,Hackensack,United States,Laura Armstrong,0%,1,7/11/2015,CA-2015-163552,7601,Easy-staple paper,Easy-staple paper,83,0.4689265537,5,East,177,Corporate,7/15/2015,Standard Class,New Jersey,Paper
48%,1,Office Supplies,Lakewood,United States,Jennifer Patt,0%,1,10/2/2016,US-2016-137008,8701,Other,Computer Printout Paper with Letter-Trim Perforations,46,0.4842105263,5,East,95,Corporate,10/8/2016,Standard Class,New Jersey,Paper
47%,1,Office Supplies,Long Beach,United States,Tamara Chand,0%,1,9/20/2016,CA-2016-156013,11561,Xerox,Xerox 1881,29,0.4754098361,5,East,61,Corporate,9/26/2016,Standard Class,New York,Paper
